Oficina de Control Migratorio,País,Año,Mes,Valor
Otras Oficinas Migratorias,ESLOVAQUIA,2024,10,7
Otras Oficinas Migratorias,ESLOVENIA,2024,10,3
Otras Oficinas Migratorias,HUNGRIA,2024,10,17
Otras Oficinas Migratorias,LITUANIA,2024,10,29
Otras Oficinas Migratorias,ALBANIA,2024,10,0
Otras Oficinas Migratorias,ANDORRA,2024,10,2
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2024,10,0
Otras Oficinas Migratorias,CHIPRE,2024,10,0
Otras Oficinas Migratorias,ESTONIA,2024,10,0
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2024,10,0
Otras Oficinas Migratorias,GROENLANDIA,2024,10,0
Otras Oficinas Migratorias,ISLANDIA,2024,10,14
Otras Oficinas Migratorias,LETONIA,2024,10,2
Otras Oficinas Migratorias,LIECHTENSTEIN,2024,10,1
Otras Oficinas Migratorias,MALTA,2024,10,3
Otras Oficinas Migratorias,MONACO,2024,10,0
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,10,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,10,0
Otras Oficinas Migratorias,SAN MARINO,2024,10,0
Otras Oficinas Migratorias,VATICANO,2024,10,0
Otras Oficinas Migratorias,RUMANIA,2024,10,13
Otras Oficinas Migratorias,UCRANIA,2024,10,24
Otras Oficinas Migratorias,SUECIA,2024,10,36
Otras Oficinas Migratorias,SUIZA,2024,10,46
Otras Oficinas Migratorias,RUSIA,2024,10,38
Otras Oficinas Migratorias,ALEMANIA,2024,9,209
Otras Oficinas Migratorias,BELGICA,2024,9,42
Otras Oficinas Migratorias,ESPAÑA,2024,9,147
Otras Oficinas Migratorias,FRANCIA,2024,9,148
Otras Oficinas Migratorias,ITALIA,2024,9,59
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2024,9,41
Otras Oficinas Migratorias,PORTUGAL,2024,9,23
Otras Oficinas Migratorias,REINO UNIDO,2024,9,363
Otras Oficinas Migratorias,AUSTRIA,2024,9,13
Otras Oficinas Migratorias,BELORUSIA,2024,9,0
Otras Oficinas Migratorias,BULGARIA,2024,9,4
Otras Oficinas Migratorias,DINAMARCA,2024,9,14
Otras Oficinas Migratorias,FINLANDIA,2024,9,8
Otras Oficinas Migratorias,GRECIA,2024,9,14
Otras Oficinas Migratorias,IRLANDA,2024,9,43
Otras Oficinas Migratorias,LUXEMBURGO,2024,9,0
Otras Oficinas Migratorias,NORUEGA,2024,9,11
Otras Oficinas Migratorias,POLONIA,2024,9,32
Otras Oficinas Migratorias,REP.CHECA,2024,9,10
Otras Oficinas Migratorias,CROACIA,2024,9,6
Otras Oficinas Migratorias,ESLOVAQUIA,2024,9,5
Otras Oficinas Migratorias,ESLOVENIA,2024,9,3
Otras Oficinas Migratorias,HUNGRIA,2024,9,5
Otras Oficinas Migratorias,LITUANIA,2024,9,6
Otras Oficinas Migratorias,ALBANIA,2024,9,0
Otras Oficinas Migratorias,ANDORRA,2024,9,1
Otras Oficinas Migratorias,BOSNIA Y HERZEGOVINA,2024,9,0
Otras Oficinas Migratorias,CHIPRE,2024,9,0
Otras Oficinas Migratorias,ESTONIA,2024,9,0
Otras Oficinas Migratorias,EX R.YUG.MACEDONIA,2024,9,0
Otras Oficinas Migratorias,GROENLANDIA,2024,9,0
Otras Oficinas Migratorias,ISLANDIA,2024,9,0
Otras Oficinas Migratorias,LETONIA,2024,9,0
Otras Oficinas Migratorias,LIECHTENSTEIN,2024,9,0
Otras Oficinas Migratorias,MALTA,2024,9,3
Otras Oficinas Migratorias,MONACO,2024,9,0
Otras Oficinas Migratorias,R.F.YUGOSLAVIA,2024,9,0
Otras Oficinas Migratorias,REP.MOLDOVA,2024,9,0
Otras Oficinas Migratorias,SAN MARINO,2024,9,0
Otras Oficinas Migratorias,VATICANO,2024,9,0
Otras Oficinas Migratorias,RUMANIA,2024,9,13
Otras Oficinas Migratorias,UCRANIA,2024,9,30
Otras Oficinas Migratorias,SUECIA,2024,9,15
Otras Oficinas Migratorias,SUIZA,2024,9,38
Otras Oficinas Migratorias,RUSIA,2024,9,19
Otras Oficinas Migratorias,AUSTRALIA,2024,4,172
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,4,31
Otras Oficinas Migratorias,PAPUA (NG),2024,4,0
Otras Oficinas Migratorias,FIJI,2024,4,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,4,0
Otras Oficinas Migratorias,KIRIBATI,2024,4,0
Otras Oficinas Migratorias,NAURU,2024,4,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,4,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,4,0
Otras Oficinas Migratorias,TONGA,2024,4,0
Otras Oficinas Migratorias,TUVALU,2024,4,0
Otras Oficinas Migratorias,VANUATU,2024,4,0
Otras Oficinas Migratorias,AUSTRALIA,2024,8,257
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,8,34
Otras Oficinas Migratorias,PAPUA (NG),2024,8,0
Otras Oficinas Migratorias,FIJI,2024,8,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,8,0
Otras Oficinas Migratorias,KIRIBATI,2024,8,0
Otras Oficinas Migratorias,NAURU,2024,8,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,8,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,8,0
Otras Oficinas Migratorias,TONGA,2024,8,0
Otras Oficinas Migratorias,TUVALU,2024,8,0
Otras Oficinas Migratorias,VANUATU,2024,8,0
Otras Oficinas Migratorias,AUSTRALIA,2024,12,494
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,12,89
Otras Oficinas Migratorias,PAPUA (NG),2024,12,0
Otras Oficinas Migratorias,FIJI,2024,12,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,12,0
Otras Oficinas Migratorias,KIRIBATI,2024,12,0
Otras Oficinas Migratorias,NAURU,2024,12,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,12,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,12,0
Otras Oficinas Migratorias,TONGA,2024,12,0
Otras Oficinas Migratorias,TUVALU,2024,12,0
Otras Oficinas Migratorias,VANUATU,2024,12,0
Otras Oficinas Migratorias,AUSTRALIA,2024,1,258
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,1,32
Otras Oficinas Migratorias,PAPUA (NG),2024,1,0
Otras Oficinas Migratorias,FIJI,2024,1,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,1,0
Otras Oficinas Migratorias,KIRIBATI,2024,1,0
Otras Oficinas Migratorias,NAURU,2024,1,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,1,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,1,0
Otras Oficinas Migratorias,TONGA,2024,1,0
Otras Oficinas Migratorias,TUVALU,2024,1,0
Otras Oficinas Migratorias,VANUATU,2024,1,0
Otras Oficinas Migratorias,AUSTRALIA,2024,2,106
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,2,14
Otras Oficinas Migratorias,PAPUA (NG),2024,2,0
Otras Oficinas Migratorias,FIJI,2024,2,2
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,2,0
Otras Oficinas Migratorias,KIRIBATI,2024,2,0
Otras Oficinas Migratorias,NAURU,2024,2,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,2,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,2,0
Otras Oficinas Migratorias,TONGA,2024,2,0
Otras Oficinas Migratorias,TUVALU,2024,2,0
Otras Oficinas Migratorias,VANUATU,2024,2,0
Otras Oficinas Migratorias,AUSTRALIA,2024,7,205
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,7,23
Otras Oficinas Migratorias,PAPUA (NG),2024,7,0
Otras Oficinas Migratorias,FIJI,2024,7,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,7,0
Otras Oficinas Migratorias,KIRIBATI,2024,7,0
Otras Oficinas Migratorias,NAURU,2024,7,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,7,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,7,0
Otras Oficinas Migratorias,TONGA,2024,7,0
Otras Oficinas Migratorias,TUVALU,2024,7,0
Otras Oficinas Migratorias,VANUATU,2024,7,0
Otras Oficinas Migratorias,AUSTRALIA,2024,6,168
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,6,37
Otras Oficinas Migratorias,PAPUA (NG),2024,6,2
Otras Oficinas Migratorias,FIJI,2024,6,3
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,6,0
Otras Oficinas Migratorias,KIRIBATI,2024,6,0
Otras Oficinas Migratorias,NAURU,2024,6,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,6,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,6,0
Otras Oficinas Migratorias,TONGA,2024,6,0
Otras Oficinas Migratorias,TUVALU,2024,6,0
Otras Oficinas Migratorias,VANUATU,2024,6,0
Otras Oficinas Migratorias,AUSTRALIA,2024,3,160
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,3,15
Otras Oficinas Migratorias,PAPUA (NG),2024,3,0
Otras Oficinas Migratorias,FIJI,2024,3,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,3,0
Otras Oficinas Migratorias,KIRIBATI,2024,3,0
Otras Oficinas Migratorias,NAURU,2024,3,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,3,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,3,0
Otras Oficinas Migratorias,TONGA,2024,3,0
Otras Oficinas Migratorias,TUVALU,2024,3,0
Otras Oficinas Migratorias,VANUATU,2024,3,0
Otras Oficinas Migratorias,AUSTRALIA,2024,5,185
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,5,37
Otras Oficinas Migratorias,PAPUA (NG),2024,5,0
Otras Oficinas Migratorias,FIJI,2024,5,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,5,0
Otras Oficinas Migratorias,KIRIBATI,2024,5,0
Otras Oficinas Migratorias,NAURU,2024,5,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,5,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,5,0
Otras Oficinas Migratorias,TONGA,2024,5,0
Otras Oficinas Migratorias,TUVALU,2024,5,0
Otras Oficinas Migratorias,VANUATU,2024,5,0
Otras Oficinas Migratorias,AUSTRALIA,2024,11,454
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,11,69
Otras Oficinas Migratorias,PAPUA (NG),2024,11,0
Otras Oficinas Migratorias,FIJI,2024,11,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,11,0
Otras Oficinas Migratorias,KIRIBATI,2024,11,0
Otras Oficinas Migratorias,NAURU,2024,11,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,11,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,11,0
Otras Oficinas Migratorias,TONGA,2024,11,0
Otras Oficinas Migratorias,TUVALU,2024,11,0
Otras Oficinas Migratorias,VANUATU,2024,11,0
Otras Oficinas Migratorias,AUSTRALIA,2024,10,334
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,10,36
Otras Oficinas Migratorias,PAPUA (NG),2024,10,0
Otras Oficinas Migratorias,FIJI,2024,10,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,10,0
Otras Oficinas Migratorias,KIRIBATI,2024,10,0
Otras Oficinas Migratorias,NAURU,2024,10,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,10,0
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,10,2
Otras Oficinas Migratorias,TONGA,2024,10,0
Otras Oficinas Migratorias,TUVALU,2024,10,0
Otras Oficinas Migratorias,VANUATU,2024,10,0
Otras Oficinas Migratorias,AUSTRALIA,2024,9,257
Otras Oficinas Migratorias,NUEVA ZELANDIA,2024,9,36
Otras Oficinas Migratorias,PAPUA (NG),2024,9,0
Otras Oficinas Migratorias,FIJI,2024,9,0
Otras Oficinas Migratorias,ISLAND MARSHALL,2024,9,0
Otras Oficinas Migratorias,KIRIBATI,2024,9,0
Otras Oficinas Migratorias,NAURU,2024,9,0
Otras Oficinas Migratorias,SALOMON ISLA,2024,9,1
Otras Oficinas Migratorias,SAMOA OCCIDENTAL,2024,9,1
Otras Oficinas Migratorias,TONGA,2024,9,0
Otras Oficinas Migratorias,TUVALU,2024,9,0
Otras Oficinas Migratorias,VANUATU,2024,9,0
Otras Oficinas Migratorias,Resto del Mundo,2024,4,6
Otras Oficinas Migratorias,Resto del Mundo,2024,8,2
Otras Oficinas Migratorias,Resto del Mundo,2024,12,4
Otras Oficinas Migratorias,Resto del Mundo,2024,1,11
Otras Oficinas Migratorias,Resto del Mundo,2024,2,8
Otras Oficinas Migratorias,Resto del Mundo,2024,7,3
Otras Oficinas Migratorias,Resto del Mundo,2024,6,5
Otras Oficinas Migratorias,Resto del Mundo,2024,3,4
Otras Oficinas Migratorias,Resto del Mundo,2024,5,2
Otras Oficinas Migratorias,Resto del Mundo,2024,11,5
Otras Oficinas Migratorias,Resto del Mundo,2024,10,2
Otras Oficinas Migratorias,Resto del Mundo,2024,9,0
Otras Oficinas Migratorias,GHANA,2025,4,0
Otras Oficinas Migratorias,MARRUECOS,2025,4,1
Otras Oficinas Migratorias,EGIPTO,2025,4,1
Otras Oficinas Migratorias,ANGOLA,2025,4,0
Otras Oficinas Migratorias,ARGELIA,2025,4,0
Otras Oficinas Migratorias,BENIN,2025,4,0
Otras Oficinas Migratorias,BOTSWANA,2025,4,0
Otras Oficinas Migratorias,BURKINA FASO,2025,4,0
Otras Oficinas Migratorias,BURUNDI,2025,4,0
Otras Oficinas Migratorias,CABO VERDE,2025,4,0
Otras Oficinas Migratorias,CAMERUN,2025,4,0
Otras Oficinas Migratorias,CHAD,2025,4,0
Otras Oficinas Migratorias,COMORAS (ISL),2025,4,0
Otras Oficinas Migratorias,CONGO,2025,4,0
Otras Oficinas Migratorias,COSTA MARFIL,2025,4,0
Otras Oficinas Migratorias,DEMOC.REP. CONGO (ZAIRE),2025,4,0
Otras Oficinas Migratorias,DJIBOUTI,2025,4,0
Otras Oficinas Migratorias,ERITREA,2025,4,0
Otras Oficinas Migratorias,ETIOPIA,2025,4,0
Otras Oficinas Migratorias,GABON,2025,4,0
Otras Oficinas Migratorias,GAMBIA,2025,4,0
Otras Oficinas Migratorias,GUINEA,2025,4,0
Otras Oficinas Migratorias,GUINEA BISSAU,2025,4,0
Otras Oficinas Migratorias,GUINEA ECUATORIAL,2025,4,0
Otras Oficinas Migratorias,KENIA,2025,4,1
Otras Oficinas Migratorias,LESOTHO,2025,4,0
Otras Oficinas Migratorias,LIBERIA,2025,4,0
Otras Oficinas Migratorias,LIBIA,2025,4,0
Otras Oficinas Migratorias,MADAGASCAR,2025,4,0
Otras Oficinas Migratorias,MALAWI,2025,4,0
Otras Oficinas Migratorias,MALI,2025,4,0
Otras Oficinas Migratorias,MAURICIO,2025,4,0
Otras Oficinas Migratorias,MAURITANIA,2025,4,0
Otras Oficinas Migratorias,MOZAMBIQUE,2025,4,0
Otras Oficinas Migratorias,NAMIBIA,2025,4,0
Otras Oficinas Migratorias,NIGER,2025,4,0
Otras Oficinas Migratorias,NIGERIA,2025,4,0
Otras Oficinas Migratorias,REP.CENTROAFRICANA,2025,4,0
Otras Oficinas Migratorias,RWANDA,2025,4,0
Otras Oficinas Migratorias,SENEGAL,2025,4,0
Otras Oficinas Migratorias,SEYCHELLES,2025,4,0
Otras Oficinas Migratorias,SIERRA LEONA,2025,4,0
Otras Oficinas Migratorias,SOMALIA,2025,4,0
Otras Oficinas Migratorias,STO. TOME Y PRINCIPE,2025,4,0
Otras Oficinas Migratorias,SUDAN,2025,4,0
Otras Oficinas Migratorias,SWAZILANDIA,2025,4,0
Otras Oficinas Migratorias,TANZANIA,2025,4,0
Otras Oficinas Migratorias,TOGO,2025,4,0
Otras Oficinas Migratorias,TUNEZ,2025,4,1
Otras Oficinas Migratorias,UGANDA,2025,4,0
Otras Oficinas Migratorias,ZAMBIA,2025,4,0
Otras Oficinas Migratorias,ZIMBABWE,2025,4,0
Kasani,CROACIA,2024,11,2
Kasani,ESLOVAQUIA,2024,11,0
Kasani,ESLOVENIA,2024,11,0
Kasani,HUNGRIA,2024,11,6
Kasani,LITUANIA,2024,11,4
Kasani,ALBANIA,2024,11,0
Kasani,ANDORRA,2024,11,0
Kasani,BOSNIA Y HERZEGOVINA,2024,11,0
Kasani,CHIPRE,2024,11,0
Kasani,ESTONIA,2024,11,2
Kasani,EX R.YUG.MACEDONIA,2024,11,0
Kasani,GROENLANDIA,2024,11,0
Kasani,ISLANDIA,2024,11,0
Kasani,LETONIA,2024,11,0
Kasani,LIECHTENSTEIN,2024,11,0
Kasani,MALTA,2024,11,0
Kasani,MONACO,2024,11,0
Kasani,R.F.YUGOSLAVIA,2024,11,0
Kasani,REP.MOLDOVA,2024,11,0
Kasani,SAN MARINO,2024,11,0
Kasani,VATICANO,2024,11,0
Kasani,RUMANIA,2024,11,2
Kasani,UCRANIA,2024,11,0
Kasani,SUECIA,2024,11,42
Kasani,SUIZA,2024,11,107
Kasani,RUSIA,2024,11,5
Kasani,ALEMANIA,2024,10,267
Kasani,BELGICA,2024,10,36
Kasani,ESPAÑA,2024,10,95
Kasani,FRANCIA,2024,10,312
Kasani,ITALIA,2024,10,75
Kasani,PAISES BAJOS (Holanda),2024,10,70
Kasani,PORTUGAL,2024,10,4
Kasani,REINO UNIDO,2024,10,213
Kasani,AUSTRIA,2024,10,20
Kasani,BELORUSIA,2024,10,0
Kasani,BULGARIA,2024,10,0
Kasani,DINAMARCA,2024,10,42
Kasani,FINLANDIA,2024,10,5
Kasani,GRECIA,2024,10,0
Kasani,IRLANDA,2024,10,24
Kasani,LUXEMBURGO,2024,10,3
Kasani,NORUEGA,2024,10,6
Kasani,POLONIA,2024,10,155
Kasani,REP.CHECA,2024,10,40
Kasani,CROACIA,2024,10,3
Kasani,ESLOVAQUIA,2024,10,8
Kasani,ESLOVENIA,2024,10,4
Kasani,HUNGRIA,2024,10,4
Kasani,LITUANIA,2024,10,10
Kasani,ALBANIA,2024,10,0
Kasani,ANDORRA,2024,10,2
Kasani,BOSNIA Y HERZEGOVINA,2024,10,0
Kasani,CHIPRE,2024,10,0
Kasani,ESTONIA,2024,10,1
Kasani,EX R.YUG.MACEDONIA,2024,10,0
Kasani,GROENLANDIA,2024,10,0
Kasani,ISLANDIA,2024,10,0
Kasani,LETONIA,2024,10,0
Kasani,LIECHTENSTEIN,2024,10,0
Kasani,MALTA,2024,10,0
Kasani,MONACO,2024,10,0
Kasani,R.F.YUGOSLAVIA,2024,10,0
Kasani,REP.MOLDOVA,2024,10,0
Kasani,SAN MARINO,2024,10,0
Kasani,VATICANO,2024,10,0
Kasani,RUMANIA,2024,10,1
Kasani,UCRANIA,2024,10,0
Kasani,SUECIA,2024,10,30
Kasani,SUIZA,2024,10,53
Kasani,RUSIA,2024,10,6
Kasani,ALEMANIA,2024,9,218
Kasani,BELGICA,2024,9,22
Kasani,ESPAÑA,2024,9,60
Kasani,FRANCIA,2024,9,181
Kasani,ITALIA,2024,9,53
Kasani,PAISES BAJOS (Holanda),2024,9,59
Kasani,PORTUGAL,2024,9,6
Kasani,REINO UNIDO,2024,9,88
Kasani,AUSTRIA,2024,9,19
Kasani,BELORUSIA,2024,9,0
Kasani,BULGARIA,2024,9,3
Kasani,DINAMARCA,2024,9,10
Kasani,FINLANDIA,2024,9,3
Kasani,GRECIA,2024,9,2
Kasani,IRLANDA,2024,9,14
Kasani,LUXEMBURGO,2024,9,1
Kasani,NORUEGA,2024,9,1
Kasani,POLONIA,2024,9,105
Kasani,REP.CHECA,2024,9,34
Kasani,CROACIA,2024,9,6
Kasani,ESLOVAQUIA,2024,9,15
Kasani,ESLOVENIA,2024,9,5
Kasani,HUNGRIA,2024,9,2
Kasani,LITUANIA,2024,9,0
Kasani,ALBANIA,2024,9,0
Kasani,ANDORRA,2024,9,0
Kasani,BOSNIA Y HERZEGOVINA,2024,9,0
Kasani,CHIPRE,2024,9,0
Kasani,ESTONIA,2024,9,1
Kasani,EX R.YUG.MACEDONIA,2024,9,0
Kasani,GROENLANDIA,2024,9,0
Kasani,ISLANDIA,2024,9,0
Kasani,LETONIA,2024,9,0
Kasani,LIECHTENSTEIN,2024,9,0
Kasani,MALTA,2024,9,2
Kasani,MONACO,2024,9,0
Kasani,R.F.YUGOSLAVIA,2024,9,0
Kasani,REP.MOLDOVA,2024,9,0
Kasani,SAN MARINO,2024,9,0
Kasani,VATICANO,2024,9,0
Kasani,RUMANIA,2024,9,13
Kasani,UCRANIA,2024,9,1
Kasani,SUECIA,2024,9,3
Kasani,SUIZA,2024,9,51
Kasani,RUSIA,2024,9,8
Kasani,AUSTRALIA,2024,4,130
Kasani,NUEVA ZELANDIA,2024,4,37
Kasani,PAPUA (NG),2024,4,0
Kasani,FIJI,2024,4,0
Kasani,ISLAND MARSHALL,2024,4,0
Kasani,KIRIBATI,2024,4,0
Kasani,NAURU,2024,4,0
Kasani,SALOMON ISLA,2024,4,0
Kasani,SAMOA OCCIDENTAL,2024,4,0
Kasani,TONGA,2024,4,0
Kasani,TUVALU,2024,4,0
Kasani,VANUATU,2024,4,0
Kasani,AUSTRALIA,2024,8,59
Kasani,NUEVA ZELANDIA,2024,8,21
Kasani,PAPUA (NG),2024,8,0
Otras Oficinas Migratorias,RWANDA,2022,6,0
Otras Oficinas Migratorias,SENEGAL,2022,6,2
Otras Oficinas Migratorias,SEYCHELLES,2022,6,0
Otras Oficinas Migratorias,SIERRA LEONA,2022,6,0
Otras Oficinas Migratorias,SOMALIA,2022,6,0
Otras Oficinas Migratorias,STO. TOME Y PRINCIPE,2022,6,0
Otras Oficinas Migratorias,SUDAN,2022,6,0
Otras Oficinas Migratorias,SWAZILANDIA,2022,6,0
Otras Oficinas Migratorias,TANZANIA,2022,6,0
Otras Oficinas Migratorias,TOGO,2022,6,0
Otras Oficinas Migratorias,TUNEZ,2022,6,0
Otras Oficinas Migratorias,UGANDA,2022,6,0
Otras Oficinas Migratorias,ZAMBIA,2022,6,0
Otras Oficinas Migratorias,ZIMBABWE,2022,6,0
Otras Oficinas Migratorias,SUDAFRICA,2022,6,1
Otras Oficinas Migratorias,GHANA,2022,3,0
Otras Oficinas Migratorias,MARRUECOS,2022,3,0
Otras Oficinas Migratorias,EGIPTO,2022,3,0
Otras Oficinas Migratorias,ANGOLA,2022,3,0
Otras Oficinas Migratorias,ARGELIA,2022,3,0
Otras Oficinas Migratorias,BENIN,2022,3,0
Otras Oficinas Migratorias,BOTSWANA,2022,3,0
Otras Oficinas Migratorias,BURKINA FASO,2022,3,0
Otras Oficinas Migratorias,BURUNDI,2022,3,0
Otras Oficinas Migratorias,CABO VERDE,2022,3,0
Otras Oficinas Migratorias,CAMERUN,2022,3,0
Otras Oficinas Migratorias,CHAD,2022,3,0
Otras Oficinas Migratorias,COMORAS (ISL),2022,3,0
Otras Oficinas Migratorias,CONGO,2022,3,0
Otras Oficinas Migratorias,COSTA MARFIL,2022,3,0
Otras Oficinas Migratorias,DEMOC.REP. CONGO (ZAIRE),2022,3,0
Otras Oficinas Migratorias,DJIBOUTI,2022,3,0
Otras Oficinas Migratorias,ERITREA,2022,3,0
Otras Oficinas Migratorias,ETIOPIA,2022,3,0
Otras Oficinas Migratorias,GABON,2022,3,0
Otras Oficinas Migratorias,GAMBIA,2022,3,0
Otras Oficinas Migratorias,GUINEA,2022,3,0
Otras Oficinas Migratorias,GUINEA BISSAU,2022,3,0
Otras Oficinas Migratorias,GUINEA ECUATORIAL,2022,3,0
Otras Oficinas Migratorias,KENIA,2022,3,0
Otras Oficinas Migratorias,LESOTHO,2022,3,0
Otras Oficinas Migratorias,LIBERIA,2022,3,0
Otras Oficinas Migratorias,LIBIA,2022,3,0
Otras Oficinas Migratorias,MADAGASCAR,2022,3,0
Otras Oficinas Migratorias,MALAWI,2022,3,0
Otras Oficinas Migratorias,MALI,2022,3,0
Otras Oficinas Migratorias,MAURICIO,2022,3,0
Otras Oficinas Migratorias,MAURITANIA,2022,3,0
Otras Oficinas Migratorias,MOZAMBIQUE,2022,3,0
Otras Oficinas Migratorias,NAMIBIA,2022,3,0
Otras Oficinas Migratorias,NIGER,2022,3,0
Otras Oficinas Migratorias,NIGERIA,2022,3,0
Otras Oficinas Migratorias,REP.CENTROAFRICANA,2022,3,0
Otras Oficinas Migratorias,RWANDA,2022,3,0
Otras Oficinas Migratorias,SENEGAL,2022,3,0
Otras Oficinas Migratorias,SEYCHELLES,2022,3,0
Otras Oficinas Migratorias,SIERRA LEONA,2022,3,0
Otras Oficinas Migratorias,SOMALIA,2022,3,0
Otras Oficinas Migratorias,STO. TOME Y PRINCIPE,2022,3,0
Otras Oficinas Migratorias,SUDAN,2022,3,0
Otras Oficinas Migratorias,SWAZILANDIA,2022,3,0
Otras Oficinas Migratorias,TANZANIA,2022,3,0
Otras Oficinas Migratorias,TOGO,2022,3,0
Otras Oficinas Migratorias,TUNEZ,2022,3,0
Otras Oficinas Migratorias,UGANDA,2022,3,0
Otras Oficinas Migratorias,ZAMBIA,2022,3,0
Otras Oficinas Migratorias,ZIMBABWE,2022,3,0
Otras Oficinas Migratorias,SUDAFRICA,2022,3,0
Otras Oficinas Migratorias,GHANA,2022,5,0
Otras Oficinas Migratorias,MARRUECOS,2022,5,0
Otras Oficinas Migratorias,EGIPTO,2022,5,0
Otras Oficinas Migratorias,ANGOLA,2022,5,0
Otras Oficinas Migratorias,ARGELIA,2022,5,0
Otras Oficinas Migratorias,BENIN,2022,5,0
Otras Oficinas Migratorias,BOTSWANA,2022,5,0
Otras Oficinas Migratorias,BURKINA FASO,2022,5,0
Otras Oficinas Migratorias,BURUNDI,2022,5,0
Otras Oficinas Migratorias,CABO VERDE,2022,5,0
Otras Oficinas Migratorias,CAMERUN,2022,5,0
Otras Oficinas Migratorias,CHAD,2022,5,0
Otras Oficinas Migratorias,COMORAS (ISL),2022,5,0
Otras Oficinas Migratorias,CONGO,2022,5,0
Otras Oficinas Migratorias,COSTA MARFIL,2022,5,0
Otras Oficinas Migratorias,DEMOC.REP. CONGO (ZAIRE),2022,5,0
Otras Oficinas Migratorias,DJIBOUTI,2022,5,0
Otras Oficinas Migratorias,ERITREA,2022,5,0
Otras Oficinas Migratorias,ETIOPIA,2022,5,0
Otras Oficinas Migratorias,GABON,2022,5,0
Otras Oficinas Migratorias,GAMBIA,2022,5,0
Otras Oficinas Migratorias,GUINEA,2022,5,0
Otras Oficinas Migratorias,GUINEA BISSAU,2022,5,0
Otras Oficinas Migratorias,GUINEA ECUATORIAL,2022,5,0
Otras Oficinas Migratorias,KENIA,2022,5,0
Otras Oficinas Migratorias,LESOTHO,2022,5,0
Otras Oficinas Migratorias,LIBERIA,2022,5,0
Otras Oficinas Migratorias,LIBIA,2022,5,0
Otras Oficinas Migratorias,MADAGASCAR,2022,5,0
Otras Oficinas Migratorias,MALAWI,2022,5,0
Otras Oficinas Migratorias,MALI,2022,5,0
Otras Oficinas Migratorias,MAURICIO,2022,5,0
Otras Oficinas Migratorias,MAURITANIA,2022,5,0
Otras Oficinas Migratorias,MOZAMBIQUE,2022,5,0
Otras Oficinas Migratorias,NAMIBIA,2022,5,0
Otras Oficinas Migratorias,NIGER,2022,5,0
Otras Oficinas Migratorias,NIGERIA,2022,5,0
Otras Oficinas Migratorias,REP.CENTROAFRICANA,2022,5,0
Otras Oficinas Migratorias,RWANDA,2022,5,0
Otras Oficinas Migratorias,SENEGAL,2022,5,0
